composite_key,objeto_contrato,valor_contrato,processo_gdf,numero_contrato,raw_text_hash,versao_idx
5f7b97995c6b_00111.00000935/2019-01_32/2019,"A Construcao de rede aerea de distribuicao primaria (AT) compacta para implantacao de infraestrutura de energia eletrica na SQNW 102, projecao B; SQNW 107, projecao A; SQNW 110, projecao F; SQNW 307, projecao G; SQNW 310, projecao H; CRNW 509, Bloco B Lote 1; CLNW 10/11, Lote H; e SQNW 111, projecao F, no Setor de Habitacoes Coletivas Noroeste, Plano Piloto / RA-I - Distrito Federal","R$ 290.000,00",00111.00000935/2019-01,32/2019,efa463a6c4a5,0
a2d2ccc79d64_00050-00015930/2019-08_26/2019,"a aquisicao de 01(um) GRUPO GERADOR DIESEL, desenvolvendo a potencia nominal de 500 kVA / 400 kW em regime de emergencia e 456 kVA / 365 kW em regime de fonte principal, trifasico, 60 Hz, 380/220V, conforme especificacoes e condicoes estabelecidas na Ata de Registro de Precos ARP N. 06/2018-SSP/DF, demais especificacoes conforme Edital de PE N.o 29/2018-SSP/DF","R$ 252.195,00",00050-00015930/2019-08,26/2019,e8b6369f443e,0
834eb981fb2e_0310-000642/2018_712/2019,Aquisicao de Elos Fusiveis,"R$ 23.833,75",0310-000642/2018,712/2019,868a5c3cf83b,0
d6e4facee4dd_310002314/2018_715/2019,aquisicao de isolador de ancoragem,"R$ 75.950,00",310002314/2018,715/2019,efc2b87027c8,0
16dcfd8b202b_0310-002314/2018_716/2019,aquisicao de grampos de ancoragem,"R$ 72.240,00",0310-002314/2018,716/2019,730a1bbfa379,0
a00e88aa505d_0392.002960/2017_06/2019,"O Contrato tem por objeto a utilizacao dos precos registrados na Ata de Registro de Precos 006/2018 para prestacao de servicos tecnicos de manutencao predial, preventiva e corretiva, por demanda do Edificio Sede da Companhia de Desenvolvimento Habitacional do Distrito Federal e em seus Postos de Assistencia Tecnica desta Companhia, conforme especificado no Termo de Referencia, Anexo I do Edital do Pregao Eletronico SRP no 004/2018","R$ 90.000,00",0392.002960/2017,06/2019,c963fc9415cf,0
127287bacdc4_6015/2017_13/2019,reforma do 1o e 2o andares do Edificio Sede do TCDF,"R$ 7.362.803,29",6015/2017,13/2019,f2a4899b9a08,0
087948baa9ee_00112-00020516/2018-78_017/2019,"Contratacao de empresa para fornecimento de pecas e acessorios originais para frota propria de maquinas pertencentes ao patrimonio da NOVACAP, visando atender as demandas desta Companhia","R$ 71.000,00",00112-00020516/2018-78,017/2019,d8edad49700b,0
087948baa9ee_00112-00020516/2018-78_018/2019,"Contratacao de empresa para fornecimento de pecas e acessorios originais para frota propria de maquinas pertencentes ao patrimonio da NOVACAP, visando atender as demandas desta Companhia","R$ 38.997,00",00112-00020516/2018-78,018/2019,5ea3aa4a2145,0
82adf2b50a00_00050-00021042/2019-16_030/2019,"servico de autoescola visando a mudanca de categoria da Carteira Nacional de Habilitacao - CNH, categorias ""AB"", ""B"" e ""C "" para categoria ""D"", de 150 (cento e cinquenta) servidores da Subsecretaria do Sistema Penitenciario do Distrito Federal, estando inclusos todos os valores referentes a biometria, 15 (quinze) aulas praticas de direcao de 50 (cinquenta) minutos cada, aluguel de veiculos, combustivel utilizado, servicos laboratoriais (exame toxicologico), taxas do DETRAN/DF e exames clinicos (psicotecnicos e acuidade visual)","R$ 272.250,00",00050-00021042/2019-16,030/2019,69fa6541f51d,0
2cd5a3ee75d4_00112-00029058/2018-32_037/2019,"Fornecimento de 1.335 toneladas de Cimento Asfaltico de Petroleo - CAP 30/45, visando atender as demandas da NOVACAP","R$ 5.006.250,00",00112-00029058/2018-32,037/2019,feb67f34f2d9,0
25a9cdb6fdae_112.000.653/2018_013/2019,"contratacao de empresa especializada, para o fornecimento de 73 (setenta e tres) toneladas de Asfalto Diluido de Cura media, classificado como CM-30, para uso da Usina de Asfalto da NOVACAP e demais setores desta companhia, oriunda da Ata de Registro de Precos no 065/2018 ASJUR/PRES","R$ 513.025,24",112.000.653/2018,013/2019,d7a1704e2499,0
9438a7f11a45_310.000337/2018_699/2019,Aquisicao de Alcas Preformadas,"R$ 18.285,00",310.000337/2018,699/2019,c3d01b4aa687,0
75d4207bd1da_310.000183/2018_702/2019,aquisicao de para-raios,"R$ 199.050,00",310.000183/2018,702/2019,042279b1bf72,0
89a4a7c6c1fc_0310-000298/2018_704/2019,Aquisicao de Conector Terminal Compressao,"R$ 34.494,25",0310-000298/2018,704/2019,0fdfa593f844,0
188c30a3941e_0310-001290/2018_708/2019,Aquisicao de Cabos de Aluminio,"R$ 83.040,00",0310-001290/2018,708/2019,2cdcd437f781,0
e9b95bbc0a72_310.002335/2018_709/2019,Aquisicao de Emendas Polimericas,"R$ 87.154,00",310.002335/2018,709/2019,84386b102db1,0
047daaba91d9_0310-000168/2018_710/2019,Aquisicao de Conectores Tipo Parafuso,"R$ 21.666,40",0310-000168/2018,710/2019,5508b2a763b2,0
16061b93feab_092.003624/2018_9092,"Aquisicao de inversores de frequencias, Soft - Start, Modulos de Comunicacao e Interfaces de Operacao, a serem utilizados nas Unidades Operacionais do Sistema de Abastecimentos de Agua - SAA e no Sistema de Esgotamento Sanitario - SES da Companhia de Saneamento Ambiental do Distrito Federal - CAESB , (item(s)/lote(s) n 2 (itens 7, 8, 9, 10, 11 e 12), 3 (itens 13, 14 e 15), 4 (itens 16 e 17) 5 (itens 18, 19, 20, 21, 22 e 23), 6 (itens 24, 25, 26 e 27) e itens 50, 51, 52 e 53 do PA)","R$ 254.454,19",092.003624/2018,9092,a9cc28fb0b9a,0
e2398cb8598c_092.003532/2018_9090,"Execucao de obras de setorizacao, adequacao e substituicao de redes em Ceilandia/DF, com fornecimento e instalacao de novo Booster","R$ 21.773.406,46",092.003532/2018,9090,61c7726ccfcc,0
dbf224d8545b_092.003609/2018_9089,"Aquisicao de 02 (dois) Grupos Moto Geradores Diesel, carenados, moveis (sob rodas) incluindo Equipamentos Acessorios e 04 (quatro) Instrumentos para Medicao de Qualidade de Energia a serem utilizados nas Unidades Operacionais do Sistema de Esgotamento Sanitario (SES) da Companhia de Saneamento Ambiental do Distrito Federal - CAESB e treinamento de pessoal (item no 02)","R$ 81.578,94",092.003609/2018,9089,87c6bca944a3,0
8518a96a5f44_092.003609/2018_9088,"Aquisicao de 02 (dois) Grupos Moto Geradores Diesel, carenados, moveis (sob rodas) incluindo Equipamentos Acessorios e 04 (quatro) Instrumentos para Medicao de Qualidade de Energia a serem utilizados nas Unidades Operacionais do Sistema de Esgotamento Sanitario (SES) da Companhia de Saneamento Ambiental do Distrito Federal - CAESB e treinamento de pessoal (item 03)","R$ 27.192,98",092.003609/2018,9088,4a26c10dd337,0
30c92e48bc99_092.003609/2018_9087,"Aquisicao de 02 (dois) Grupos Moto Geradores Diesel, carenados, moveis (sob rodas) incluindo Equipamentos Acessorios e 04 (quatro) Instrumentos para Medicao de Qualidade de Energia a serem utilizados nas Unidades Operacionais do Sistema de Esgotamento Sanitario (SES) da Companhia de Saneamento Ambiental do Distrito Federal - CAESB e treinamento de pessoal (item no 01)","R$ 358.000,00",092.003609/2018,9087,445507fa4699,0
eb8db026e02a_092.008742/2017_9086,"Aquisicao de equipamentos de medicao e controle de processos, inclusive instalacao e treinamento, para serem utilizados nos laboratorios de analises fisico-quimicas e microbiologicas de agua e esgoto da CAESB (microscopios, incubadoras, cromatografos, espectrometros, balancas, centrifugas, barco com motor de popa e carreta, refrigeradores, carro curativo, entre outros) - itens 7, 14 e 16","R$ 567.473,00",092.008742/2017,9086,3bbbab4a2754,0
8ea976fd86ce_00110-00002198/2020-34_25/2021,"O Contrato tem por objeto a seleção de empresa com vistas aos Serviços de Supervisão das Obras de Reformulação do Sistema Viário na Estrada do Setor Policial Militar ESPM, no trecho entre a interseção EPIG/ESPM e o viaduto W3 Sul, para Implantação de Corredor Exclusivo de Transporte Público Coletivo no Sistema BRT (Bus Rapid Transit), denominado Corredor Eixo Oeste, incluindo além das adequações na via existente, a pavimentação, drenagem, sinalização, paisagismo, calçadas, ciclovias, um Tunnel Liner sob a via do Metrô-DF (nas proximidades do Terminal Asa Sul - TAS) e a execução de uma Bacia de Detenção, localizada na área de Relevante Interesse Ecológico ARIE Santuário de Vida Silvestre Riacho Fundo - Área III, às margens da DF-051 (Estrada Parque das Nações Via L4, consoante especifica o Edital de Tomada de Preço nº. 007/2020 - DECOMP/DA (doc. 49757643), da Proposta de doc. 64649898, da Lei nº. 8.666, de 21/06/1993 e o Termo de Referência 93 (doc. 47347276), que passam a integrar o presente Termo","R$ 2.374.449,91",00110-00002198/2020-34,25/2021,3a85aa297be9,0
2ca050a76644_00138-00003282/2021-66_05/2021,"O Contrato tem por objeto a aquisição de Material de Consumo (Cadeados e Fechaduras) e a Prestação de Serviços de Chaveiros, até o limite de quantidade e valores constante do ANEXO I deste contrato, consoante especifica o Edital de nº 051/2021 - COLIC/SCG/SPLAN/SEEC (69110893) e a Proposta da empresa (69111470), que passam a integrar o presente Termo","R$ 18.144,04",00138-00003282/2021-66,05/2021,66e113f848c4,0
97be4543ba06_00305-00000567/2021-49_04/2021,"O presente contrato tem por objeto a prestação de serviços a serem executados de forma contínua, correspondente ao fornecimento de mão de obra de até 25 (vinte e cinco a) sentenciados presos e egressos","R$ 608.175,00",00305-00000567/2021-49,04/2021,86f46d8dd4c3,0
8424404e6957_00053-00065864/2020-68_71/2021,prestação de serviços especializados em urologia,"R$ 1,00",00053-00065864/2020-68,71/2021,ebc0137e2f52,0
6775c1888721_00053-00106925/2020-54_82/2021,"prestação de serviços de radiologia, neurologia, e clínica médica, conforme item 4 do Projeto Básico, subitem 4.19; 4.35; e 4.51, anexo I do Edital de Credenciamento nº 01/2018","R$ 1,00",00053-00106925/2020-54,82/2021,0637f8e1e041,0
cb8598408937_00053-00065628/2021-22_90/2021,"prestação de serviços de psicologia e psiquiatria, fisioterapia, serviços de nutrição, ortopedia, conforme item 4 do Projeto Básico, subitem 4.7; 4.11; 4.48; e 4.50, anexo I do Edital de Credenciamento nº 01/2018","R$ 1,00",00053-00065628/2021-22,90/2021,1188aa3d5837,0
eade01d935b2_00053-00064900/2021-57_96/2021,"prestação de serviços especializados em serviços de fisioterapia, conforme item 4 do Projeto Básico, subitem 4.11","R$ 1,00",00053-00064900/2021-57,96/2021,e64aef92c2ac,0
fce633daf85e_00040-00041629/2020-12_43499/2021,"a operacionalização das rotinas de administração dos fluxos financeiros gerados em função das transferências para a conta única do Tesouro do DISTRITO FEDERAL, em cumprimento do disposto na Lei Complementar nº 151, de 05 de agosto de 2015, bem como o controle e o pagamento dos depósitos judiciais em dinheiro, tributários ou não tributários, nos quais o DISTRITO FEDERAL seja parte","R$ 1.800.000,00",00040-00041629/2020-12,43499/2021,79e2a9f0af05,0
32a2156d3887_041.000.429/2020_185/2021,Prestação de serviços especializados de desenvolvimento de aplicativos nativos e Híbridos/PWA com suporte multiplataforma,"R$ 16.632.000,00",041.000.429/2020,185/2021,30724c24e136,0
1a638306e45a_041.000.443/2020_187/2021,Contratação de serviços de comunicação de dados na modalidade MPLS para interligação das agências e departamentos,"R$ 1.797.362,40",041.000.443/2020,187/2021,faaabc4ede8d,0
eaf17ec19b0f_00220-00000759/2021-68_17/2021,"a contratação de empresa especializada na prestação de serviços gráficos de instalação e produção de material em meio impresso e eletrônico, abrangendo a produção de material gráfico por sistema e/ou off set, impressão de banners (para sinalização de prédios) e impressão de papeis de variados tipos, formatos e tamanhos, a fim de atender às necessidades da Secretaria de Estado de Esporte e Lazer do Distrito Federal, consoante especifica o Edital de Licitação de Pregão Eletrônico nº 10/2020 (63485458), a Ata de Registro de Preços nº 06/2020 (63343699) e a Proposta (63579565), que passam a integrar o presente Termo","R$ 808.635,75",00220-00000759/2021-68,17/2021,88e7b7be4da6,0
fdcc99a3f4b1_041.001.439/2021_266/2021,Aquisição de computadores e monitores,"R$ 191.087,28",041.001.439/2021,266/2021,0dadccf6fc79,0
c75b281969ae_041.001.502/2021_267/2021,Aquisição computadores,"R$ 71.414,00",041.001.502/2021,267/2021,fd15ee792635,0
5f40f7f0f56f_041.000.451/2021_294/2021,Prestação de serviços relativos a impermeabilização e cobertura nas diversas dependências do BRB,"R$ 300.000,00",041.000.451/2021,294/2021,cab6941e3564,0
132be85ea7ce_04001-0000000294/2021-62_44011/2021,"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 2.230,14",04001-0000000294/2021-62,44011/2021,1db063afcde7,0
132be85ea7ce_04001-0000000445/2021-82_45058/2021,"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 83,77",04001-0000000445/2021-82,45058/2021,7b72a39176f5,0
602465eca149_04001-0000000647/2021-24_45193/2021,"CREDENCIAMENTO DE PESSOAS JURIDICAS PARA PRESTAQAO DE SERVIQOS DE SAUDE AOS BENEFICIARIOS DO PLANO DE ASSISTENCIA SUPLEMENTAR A SAUDE - GDFSAUDE-DF, COMPREENDENDO ASSISTENCIA MEDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA. CONFORME CONTRATO","R$ 7.448,92",04001-0000000647/2021-24,45193/2021,e011de80d93e,0
132be85ea7ce_04001-0000000648/2021-79_45194/2021,"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 1.215,49",04001-0000000648/2021-79,45194/2021,b2a4eef8b62d,0
f9a4c2b8cfcd_00054-00100625/2019-08_35/2021,Aquisição de 976 (novecentos e setenta e seis) Filtros para Máscara de Gás para Proteção Anti Motim/Mod: CTCF50.,"R$ 600.571,84",00054-00100625/2019-08,35/2021,edf131519d61,0
955a701dfd4e_00020-00032381/2020-73_23/2021,"Prestação de serviços técnico-especializados com vistas à organização e realização do concurso público para o provimento de vagas e formação de cadastro reserva do cargo de Procurador do Distrito Federal Categoria I, da Procuradoria-Geral do Distrito Federal, nos termos do Projeto Básico e da proposta de prestação de serviços encaminhada pela CONTRATADA","R$ 1.080.000,00",00020-00032381/2020-73,23/2021,44368fce163b,0
43910349a9f7_041.001.717/2021_299/2021,Prestação de serviço de consultoria política para subsidiar as construções de cenários políticos alternativos e seus impactos na economia para o BRB,"R$ 336.000,00",041.001.717/2021,299/2021,a60aa6057074,0
3ba06a11f15a_041.001.746/2021_298/2021,"Solução tecnológica, licença, suporte e manutenção evolutiva para controladoria de ativos e passivos de Tesouraria, compliance, custódia, gestão de carteiras, captação, rentabilidade, contabilidade e suporte técnico","R$ 483.342,18",041.001.746/2021,298/2021,f3fd8e99b532,0
9ff31cdf5ec2_04001-0000000874/2021-50_45570/2021,"CREDENCIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 10.000,00",04001-0000000874/2021-50,45570/2021,8727c89949d2,0
7f0e56d34d17_041.001.492/2021_258/2021,Aquisição de trinta ingressos hospitality para ação promocional de relacionamento,"R$ 395.686,29",041.001.492/2021,258/2021,e3a1d32180e2,0
6385277d6294_00053-00134537/2021-44_41/2021,"a aquisição de óleos lubrificantes, consoante especifica o Edital de Pregão Eletrônico nº 34/2021 (67806982) e a Proposta (67807302)","R$ 578.170,00",00053-00134537/2021-44,41/2021,725e355b8bdf,0
cbc06f3e7b43_00053-00084410/2021-77_177/2021,"regular o fornecimento de energia elétrica, pela DISTRIBUIDORA ao CONSUMIDOR, de acordo com as características contratuais definidas neste CONTRATO, para uso exclusivo na unidade Consumidora de responsabilidade do CONSUMIDOR","R$ 180.000,00",00053-00084410/2021-77,177/2021,3374433c7477,0
af3873fd3a6c_00110-00003132/2021-42_26/2021,"Contratação de empresa especializada no licenciamento de uso do Banco de Dados online denominado ""FGVDADOS"", consoante especifica a Justificativa de Inexigibilidade de Licitação (Doc. Sei nº 73885942) e Proposta (Doc. Sei nº 74036997)","R$ 8.880,00",00110-00003132/2021-42,26/2021,306c23575562,0
d151b2861155_00400-00017547/2021-00_49/2021-SEJUS,"O Contrato tem por objeto a aquisição de 21 (vinte e um) projetores multimídia para as Gerências de Atendimento em Meio Aberto do Distrito Federal, com as seguintes características: lâmpada reserva, Luminosidade: 2600 ansi lumens ou superior; resolução nativa: xvga / xva; compatível com as resoluções visor (640cx 480), (1280 x 1024) ou superior; sistema cor: -tsc-m-ntsc-4.43-pal-m-pal-b, d, g, h, i- pal-n-ecam; compatível hdrv: 720p, 1080i: tipo da lâmpada: mercúrio 180 watts; duração aprox. da lâmpada: modo econômico 5000horas, modo normal ate 3500 horas; frequência: 50-60 hz; conexões: rgb, s-video, vídeo componente, vídeo composto acessório: controle remoto ( com pilha), cabo de sinal, cabo de energia, manual do usuário, tampa da lente, maleta para transporte; apresentar declaração de garantia do fabricante ou canal oficial, folder do site do fabricante do equipamento e seus opcionais, marca modelo e part number do equipamento e seus opcionais sob pena de desclassificação. MARCA/MODELO : TMY 6500 Lumen","R$ 35.998,81",00400-00017547/2021-00,49/2021-SEJUS,8970a607f6f9,0
ac13c98ee563_00400-00017547/2021-00_50/2021,"O Contrato tem por objeto a aquisição de 15 (quinze) caixas de som para as Gerências de Atendimento em Meio Aberto do Distrito Federal, com as seguintes características: multiuso, amplificadas, com no mínimo 1 microfone, conexões bluetooth, rádio FM, entrada USB (pendrive) e para cartão de memória. No mínimo, 3 entradas para outras conexões. Potência mínima de 80W RMS. Bivolt 110/220V","R$ 4.999,90",00400-00017547/2021-00,50/2021,c2e76f13d024,0
7befa42d9ad9_0417-000507/2017_60/2021,"O Contrato tem por objeto a aquisição de equipamentos de saúde para qualificar os atendimentos realizados aos adolescentes do sistema socioeducativo que se encontram nas Unidades de Atendimento Inicial, Unidades de Internação e Unidade de Internação Provisória, a saber: BALANÇA ANTROPOMÉTRICA","R$ 7.280,00",0417-000507/2017,60/2021,937b50aee34b,0
74dcc9243368_0417-000507/2017_61/2021,"O Contrato tem por objeto a aquisição de equipamentos de saúde para qualificar os atendimentos realizados aos adolescentes do sistema socioeducativo que se encontram nas Unidades de Atendimento Inicial, Unidades de Internação e Unidade de Internação Provisória, a saber: BALANÇA DIGITAL, Marca/Modelo: SUPERMEDY; CADEIRA DE RODAS, Marca/Modelo: DUNE/CH100; NEBULIZADOR, Marca/Modelo: GTECH/NEBCON V","R$ 2.827,78",0417-000507/2017,61/2021,551bc2792b12,0
c28fac9b95bd_0417-000507/2017_61/2021,"O Contrato tem por objeto a aquisição de equipamentos de saúde para qualificar os atendimentos realizados aos adolescentes do sistema socioeducativo que se encontram nas Unidades de Atendimento Inicial, Unidades de Internação e Unidade de Internação Provisória, a saber: CADEIRA DE RODAS, Marca/Modelo: DUNE / RX 40 NI; MOBILIZADOR (TALA)","R$ 4.328,88",0417-000507/2017,61/2021,6a1841e0da1e,0
a683e89867d5_0417-000507/2017_62/2021,"O Contrato tem por objeto a aquisição de equipamentos de saúde para qualificar os atendimentos realizados aos adolescentes do sistema socioeducativo que se encontram nas Unidades de Atendimento Inicial, Unidades de Internação e Unidade de Internação Provisória, a saber: CABO DE BISTURI Nº 3 - AÇO INOXIDÁVEL AISI; NÚMERO 3. MARCA: GOLGRAN, FABRICANTE: GOLGRAN, MODELO: 36-1, PROCEDÊNCIA: NACIONAL, ANVISA: 10401319007, UNIDADE 11,00 10,70 117,70, MARCA: GOLGRAN, FABRICANTE: GOLGRAN, MODELO/VERSÃO: 36-1; CABO DE BISTURI Nº 4 - AÇO INOXIDÁVEL AISI; NÚMERO 4. MARCA: GOLGRAN, FABRICANTE: GOLGRAN, MODELO: 36-2 PROCEDÊNCIA: NACIONAL ANVISA: 10401319007, UNIDADE 11,00 10,70 117,70, MARCA: GOLGRAN, FABRICANTE: GOLGRAN, MODELO/VERSÃO: 36-2; LANTERNA CLÍNICA, Marca/Modelo: MISSOURI / 022PPR; PINÇA ANATÔMICA, Marca/Modelo: GOLGRAN / 139-11; PINÇA KOCHER RETA LONGA, Marca/Modelo: GOLGRAN /139-106; TESOURA RETA CURTA PONTA FINA, Marca/Modelo: GOLGRAN / 182-23; TESOURA RETA LONGA PONTA ROMBA, Marca/Modelo: GOLGRAN / 182-9","R$ 1.944,10",0417-000507/2017,62/2021,19d88bc66ff5,0
c28fac9b95bd_0417-000507/2017_63/2021-SEJUS,"O Contrato tem por objeto a aquisição de equipamentos de saúde para qualificar os atendimentos realizados aos adolescentes do sistema socioeducativo que se encontram nas Unidades de Atendimento Inicial, Unidades de Internação e Unidade de Internação Provisória, a saber: CADEIRA DE RODAS, Marca/Modelo: DUNE / RX 40 NI; MOBILIZADOR (TALA)","R$ 4.328,88",0417-000507/2017,63/2021-SEJUS,bf6545e2f996,0
0e19e6511178_0417-000507/2017_66/2021,"O Contrato tem por objeto a aquisição de equipamentos de saúde para qualificar os atendimentos realizados aos adolescentes do sistema socioeducativo que se encontram nas Unidades de Atendimento Inicial, Unidades de Internação e Unidade de Internação Provisória, a saber: PRANCHA (IMOBILIZADORA) para transporte de paciente, com tirantes","R$ 3.161,55",0417-000507/2017,66/2021,f7ef1dea624f,0
5f105357846a_0417-000507/2017_67/2021,"O Contrato tem por objeto a aquisição de equipamentos de saúde para qualificar os atendimentos realizados aos adolescentes do sistema socioeducativo que se encontram nas Unidades de Atendimento Inicial, Unidades de Internação e Unidade de Internação Provisória, a saber: VENOSCÓPIO (localizador de veias), Marca/Modelo: DUAN / IV PLUS","R$ 12.881,99",0417-000507/2017,67/2021,f6b37bf43a2f,0
d68ae44a1d5f_0417-000507/2017_76/2021,"O Contrato tem por objeto a aquisição de equipamentos de saúde para qualificar os atendimentos realizados aos adolescentes do sistema socioeducativo que se encontram nas Unidades de Atendimento Inicial, Unidades de Internação e Unidade de Internação Provisória, a saber: Pinça cirúrgica, modelo 1: allis, formato ponta: ponta reta, tipo ponta: 5 x 6 dentes, comprimento total: cerca de 30 cm, componente: c, cremalheira, material: aço inoxidável, esterilidade: esterilizável, Marca: FATO INSTRUMENTOS, Modelo: PINÇA ALLIS 5X6DENTES 20CM; Pinça anatômica, modelo 1: dente de rato, formato ponta: ponta reta, tipo ponta: 1 x 2 dentes, comprimento total: cerca de 14 cm, componente: s, cremalheira, material: aço inoxidável, esterilidade: esterilizável, Marca: FATO INSTRUMENTOS, Modelo: PINÇA ANATOMICA DENTE RATO 14CM; Pinça cirúrgica, modelo 1: kelly, formato ponta: ponta reta, tipo ponta: serrilhada, comprimento total: cerca de 16 cm, componente: c, cremalheira, material: aço inoxidável, esterilidade: esterilizável, Marca: FATO INSTRUMENTOS, Modelo: PINÇA KELLY 16CM CURVA; Pinça cirúrgica, modelo 1: kocher , rochester ochsner, formato ponta: ponta reta, tipo ponta: 1 x 2 dentes, comprimento total: cerca de 14 cm, componente: c, cremalheira, material: aço inoxidável, esterilidade: esterilizável, Marca: FATO INSTRUMENTOS, Modelo: PINÇA KOCHER 14CM RETA; Porta-agulha instrumental, modelo: mayo hegar, tipo ponta: ponta reta, haste: haste reta, adicional 1: com trava, comprimento total: cerca de 14 cm, material: aço inoxidável, esterilidade: esterilizável, Marca: FATO INSTRUMENTOS, Modelo: PORTA AGULHA MAYO HEGAR 14CM; Tesoura instrumental, modelo 2: ress, tipo ponta: ponta curva, haste: haste reta, comprimento total: cerca de 20 cm, material: aço inoxidável, esterilidade: esterilizável, Marca: FATO INSTRUMENTOS, Modelo: TESOURA SPENCER 9CM","R$ 1.815,46",0417-000507/2017,76/2021,d1ad2d58d7e5,0
b6890fff14fc_00390-00005591/2021-80_17/2021,"eventual aquisição de material do gênero alimentício (água potável), conforme condições e especificações constantes no Edital do Pregão Eletrônico para Registro de Preços nº 131/2020 - COLIC/SCG/SPLAN/SEEC-DF, de modo a atender as necessidades desta Pasta","R$ 40.078,80",00390-00005591/2021-80,17/2021,79f5e9596ad4,0
a2885dbe7087_00390-00008446/2021-51_18/2021,"fornecimento e serviço de montagem/desmontagem de divisórias do tipo cega e instalação de portas, mão-de-obra, com disponibilização de materiais, equipamentos e ferramentas necessárias para a execução do serviço, conforme condições e especificações constantes no Projeto Básico (4053448), de modo a atender as necessidades desta Pasta","R$ 14.702,90",00390-00008446/2021-51,18/2021,1fcfbf0ede82,0
fb0959901b2e_00050-00008192/2021-59_52/2021-SSP,"aquisição de 22 (vinte e dois) aparelhos de ar condicionado tipo SPLIT (02 de 9.000 BTUS, 14 de 18.000 BTUS e 06 de 36.000 BTUS), visando atender demanda da Residência Oficial de Águas Claras - ROAC","R$ 92.150,00",00050-00008192/2021-59,52/2021-SSP,df1d05d0f11a,0
92a4b5c40d27_00050-00031571/2020-61_54/2021-SSPDF,contratação de serviços de reforma do piso e paredes da garagem do subsolo da sede da Secretaria de Estado de Segurança Pública do Distrito Federal,"R$ 164.990,00",00050-00031571/2020-61,54/2021-SSPDF,484527268ed7,0
bf1e02465f90_00050-00031571/2020-61_55/2021-SSPDF,a aquisição com instalação de coberturas para viaturas dentro das dependências do Edifício Sede da Secretaria de Estado de Segurança Pública do Distrito Federal,"R$ 69.960,00",00050-00031571/2020-61,55/2021-SSPDF,7475437284ff,0
43516fbb946f_00050-00002846/2021-31_57/2021-SSPDF-SSP,"a prestação de serviços comum de consultoria em software de gerenciamento de PBX, de código aberto, ISSABEL Communication Server utilizado, atualmente, para o gerenciamento do serviço de telefonia de atendimento de emergência da Secretaria de Estado de Segurança Pública do Distrito Federal - SSP/DF","R$ 4.800,00",00050-00002846/2021-31,57/2021-SSPDF-SSP,7ba1dd8a6135,0
c1befa4207d7_00050-00006419/2021-21_04/2021,"a aquisição de 5 (cinco) veículos do tipo caminhonete tração 4X4 descaracterizada, Marca: MITSUBISHI, Modelo: L200 TRITON GLS AT, (Data de fabricação/modelo igual ou posterior ao ano da assinatura do contrato), de acordo com as especificações descritas abaixo e condições estabelecidas no Edital de Licitação do Pregão Eletrônico nº 40/2020-SENASP; Ata de Registro de Preços nº 21/2020-SENASP/MJSP, Proposta da Contratada; Estudo Estudo Técnico Preliminar - SSP/SEGI/SUAG/COPLAN/GEIP e Memorando Nº 18/2021 - SSP/SEGI/SUAG/COFF/DICC/GCONT","R$ 886.000,00",00050-00006419/2021-21,04/2021,fd981d522067,0
