objeto_contrato,valor_contrato,hash,versao_idx
aquisicao de oleos lubrificantes e hidraulicos,"R$ 239.475,70",ffa5cbffe5fe,0
"contratacao de empresa especializada na prestacao de servicos tecnicos de engenharia civil, para confeccao e instalacao de uma escada metalica na edificacao do Centro Integrado de Operacoes de Brasilia - CIOB.","R$ 25.000,00",28e5e8f38009,0
aquisicao de 2 (dois) aparelhos de ultrassonografia.,"R$ 460.000,00",2d7d9e9a50c4,0
"contratacao de empresa de engenharia para recuperacao das juntas de dilatacao da Ponte JK, localizada no Lago Paranoa, na ligacao da QL 26, do SHIS, do Lago Sul ao Trecho 2, do SCES, do Plano Piloto - DF, conforme descricoes, condicoes, quantidades e exigencias estabelecidas no Edital no 013/2019 - ASCAL/PRES, e seus anexos, que juntamente com a proposta apresentada, constante do processo SEI/GDF n 0011 2 - 0 0 0 1 6 8 9 6 / 2 0 1 9 - 2 7 , tornam-se parte integrante deste Contrato, independentemente de suas transcricoes.","R$ 468.378,54",c6e3aed9dd67,0
"Aquisicao de pecas e acessorios originais/genuinas para equipamentos jato de alta pressao e vacuo-succao de fabricacao PROMINAS (bomba, estojo rol. piloto embreagem, anel distanciador, embreagem embremaq).","R$ 375.431,18",f8e21fcf5695,0
Contratacao de licenciamento e suporte com atualizacao tecnica para ferramenta analitica Microstrategy,"R$ 437.842,00",7fe5fe56d401,0
"Execucao de 05 (cinco) modulos estruturais de interesse social - conforme descrito no item 4 do Projeto Basico-, denominados ""Modulos Embrioes"", a serem construidos na Regiao Administrativa de Samambaia RA - XII.","R$ 332.085,90",2eb33f48c3d7,0
"Execucao de 05 (cinco) modulos estruturais de interesse social - conforme descrito no item 4 do Projeto Basico, denominados ""Modulos Embrioes"", a serem construidos na Regiao Administrativa de Samambaia RA - XII.","R$ 332.085,90",7c8cd24ccb16,0
"prestacao de servicos de manutencao de extintores de incendio, consoante especifica a Ata de Registro de Precos - ARP no 04/2019 (SEI no 26963875), Edital de Pregao Eletronico n.o 0145/2018.","R$ 76.916,00",4a0c71197d3a,0
"contratacao de empresa especializada para prestacao de servicos de alimentacao e nutricao para gestao do Restaurante Comunitario de SANTA MARIA, a partir do preparo, fornecimento e distribuicao de refeicoes, adequadas e saudaveis, consoante especifica a Ata de Registro de Precos 9011 - Edital de Pregao Eletronico No 0141/2018 (25688988), e a Autorizacao SRP No 2937/2019 - SEDES (27642696).","R$ 2.995.200,00",06190c7f2791,0
"Contrato tem por objeto a contratacao de entidade financeira para a prestacao de servico de arrecadacao por meio de Documento de Arrecadacao de Servicos de Expedicao da segunda via da Carteira de Identidade, por qualquer modalidade pela qual se processe o pagamento, nos termos deste Contrato, conforme especificacoes do Projeto Basico, da Justificativa de Inexigibilidade de Licitacao baseada no art. 26, caput, e demais disposicoes da Lei no 8.666, de 21.06.1993.","R$ 381.420,00",179b6ed67c8a,0
"Contrato tem por objeto a contratacao de Cooperativa de catadores de materiais reciclaveis e reutilizaveis para prestacao de servicos de coleta, transporte e destinacao de residuos urbanos reciclaveis secos domiciliares e comerciais, com a remocao do rejeito, para disposicao final em local definido pelo SLU, com execucao mediante o regime de empreitada global, para atender as necessidades do Servico de Limpeza Urbana - SLU/DF na Regiao Administrativa de Sao Sebastiao, consoante especifica o Projeto Basico no (16071973) e a Proposta de Precos no (16653427), que passam a integrar o presente instrumento.","R$ 434.479,20",87dd39fa1204,0
"Implantacao de infraestrutura de iluminacao publica, com tecnologia LED, nas pracas das quadras 108, 109/110, 309 e 311 do Setor Noroeste, conforme Projetos no UE130 11 8 - L E D , UE110118-LED, UE120118-LED e UE100118-LED.","R$ 280.335,76",d539bfa2eef2,0
aquisicao de transformadores de cor- rente.,"R$ 17.402,00",8ee49f0f1246,0
"Constitui objeto do presente ajuste a contratacao de em- presa de engenharia para conclusao da obra do CASE de Brazlandia, localizado na RA IV, BR 080, em Brazlandia - DF, devidamente especificado nos Anexos do Edital de Con- correncia n 018/2017 - ASCAL/PRES e seus anexos","R$ 2.010.000,00",91e3766f8730,0
"aquisicao de material permanente - 08 (oito) microcomputadores Workstation, marca: DELL/EMC - Modelo: Precision T3630, Lote 1.","R$ 117.100,00",980b287340e7,0
aquisicao de material permanente - estufa digital com circulacao de ar; volume: 110L; tensao 220V. Lote 11.,"R$ 4.139,39",c17b620c41a8,0
"aquisicao de dois transformadores ? 138, 13,8 kv - 32 mva, incluindo os servicos decorrentes de ensaios de rotina, a instalacao e comissionamento dos transformadores.","R$ 3.952.632,00",e3f5202ca0dd,0
"execucao de Obras de complementacao da urbanizacao e mobilidade urbana da ADE Setor de Materiais de Construcao da Ceilandia e Obras de pavimentacao asfaltica, rede de drenagem de aguas pluviais, complementacao da urbanizacao e mobilidade urbana da ADE Setor de Industria da Ceilandia.","R$ 48.091.770,59",13f6e1e86184,0
"aquisicao de 01(um) gerador carenado, conforme especificacao do Edital de Pregao Eletronico no 61/2018 - PCDF.","R$ 110.000,00",e87d2912d9bf,0
"Execucao de servicos tecnicos especializados de desenvolvimento de estudo de concepcao, projeto basico e executivo para ampliacao e reforma das Estacoes de Tratamento de Esgoto (ETE's) Melchior e Recanto das Emas.","R$ 1.855.639,39",a3889115911c,0
"Contratacao de empresa especializada na prestacao de servicos privados de assistencia a saude, em rede nacional, para empregados da Companhia de Planejamento do Distrito Federal - CODEPLAN, seus dependentes e agregados, nos termos da Lei 9.656/98, suas alteracoes, e respectivas legislacoes da Agencia Nacional de Saude Suplementar - ANS, e com fundamento na Resolucao no 071/2018, do Regulamento de Licitacao e Contratos da CODEPLAN, em conformidade com o Projeto Basico, compreendendo: Assistencia Medico-Hospitalar, Laboratorial, Exames Complementares e Servicos Auxiliares de Diagnostico e Terapia, inclusive internacoes","R$ 9.601.118,52",3aeca25f2354,0
"contratacao de empresa responsavel por servico de capacitacao de profissionais da educacao basica, diretores e professores de escola do ensino fundamental, como multiplicadores, visando a difusao do uso eficiente de energia no lar visando a mudanca de habitos e contribuindo para o desenvolvimento sustentavel e o combate do desperdicio de energia eletrica residencial junto aos alunos e suas familias, na area de concessao da CEB","R$ 1.330.000,00",03728b1aa98f,0
"apoio institucional da Adasa para fins de viabilizacao da participacao de estudantes no evento ""Stockholm Junior Water Prize (Premio Jovem da Agua de Estocolmo) - Etapa Nacional Brasileira"", a ser realizado em junho de 2019, em Sao Paulo/SP","R$ 15.000,00",de5b97d31ca1,0
"CONTRATACAO DE SERVICOS ESPECIALIZADOS ABRANGENDO SUPORTE TECNICO, SUSTENTACAO E MANUTENCAO E SERVICOS DE CONSULTORIA ESTRATEGICOS RELACIONADOS A SOLUCAO SIDER (SISTEMAS INTEGRADOS PARA DEPARTAMENTO DE ESTRADAS DE RODAGEM) EM USO PELO DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DISTRITO FEDERAL PARA APOIO A GESTAO DE CONTRATOS E MEDICOES DE OBRAS, GESTAO DA OPERACAO E MANUTENCAO RODOVIARIAS, GESTAO ADMINISTRATIVA E FINANCEIRA, MODULOS DE APOIO E INDICADORES, COM O OBJETIVO DE APRIMORAR A SEGURANCA DE TRANSITO DE PESSOAS E DE CARGAS NO SISTEMA RODOVIARIO DO DISTRITO FEDERAL - SRDF","R$ 4.990.317,84",608ba3ca2a7c,0
"aquisicao de 24 (vinte e quatro) viaturas tipo UR (Unidade de Resgate - Tipo ""C"")","R$ 4.144.800,00",a7cb60974687,0
A AQUISICAO DE MATERIAL PERMANENTE - GPS,"R$ 5.998,20",3e4532fa54c8,0
Prestacao de servicos de consultoria individual,"R$ 74.400,00",5b454a994bb5,0
AQUISICAO DE MATERIAL PERMANENTE - EQUIPAMENTOS DE NATUREZA PERMANENTE A SEREM ADQUIRIDOS PARA O LABORATORIO DE SOLOS (NULSO) DO DER/DF APARELHOS DE MEDICAO/ORIENTACAO,"R$ 161.645,00",3d8d0ba32857,0
"O Contrato tem por objeto a aquisicao dos seguintes itens: Item 93: Quantidade 10 (dez). ROCADEIRA TIPO LATERAL (MANUAL), motorizada a gasolina, motor 02 tempos monocilindrico, refrigerado a ar e sistema de condensador no catalisador, potencia minima 2,3 cv (1,7 kW), partida manual auto retratil, ignicao eletronica, baixos niveis de vibracao e ruidos, rotacao do motor maxima de 12.800 rpm e minima 2.500 mm, acelerador tipo gatilho, botao para desliga, , protetor de discos, com tanque de combustivel com capacidade minima para 550 ml, acompanha: kit de fio de nylon, lamina de aco com tres ponhas e diametro minimo de 300 mm, oculos de protecao e cinturao, Marca/Fabricante: AGRIGARDEN, Modelo/Versao: AW430, consoante especifica o Edital de Pregao Eletronico no 04/2018 e a Proposta, que passam a integrar o presente Termo","R$ 8.000,00",c697be5c52b9,0
"aquisicao de material de consumo: generos alimenticios e material de acondicionamento e embalagem, contemplando agua potavel de mesa sem gas (vasilhame em regime de comodato) e garrafao retornavel, para fornecimento parcelado, a fim de atender a Companhia de Desenvolvimento Habitacional.","R$ 18.630,00",f59660cb38c1,0
Confeccao e fornecimento de carimbos em base de madeira e automaticos para utilizacao estrita nas dependencias desta Companhia,"R$ 687,88",01afdb8ad850,0
"Prestacao de servico de gestao arquivistica, contemplando a organizacao, tratamento e guarda documental","R$ 1.130.668,66",860fc0c5bf5e,0
"Aquisicao de material de consumo: FITA REAGENTE PARA GLICEMIA, em sistema de registro de precos, em regime de COMODATO, com fornecimento de glicosimetro para a realizacao destes exames para atender as necessidades da Secretaria de Saude - DF. (Item 02)","R$ 512.439,40",f7ba89cc9c84,0
"aquisicao de material de ORTESES, PROTESES E MATERIAIS ESPECIAIS (OPME) -- CADEIRAS DE RODAS DIVERSAS contempladas na tabela SUS do Ministerio da Saude para atender a demanda dos pacientes cadastrados no Nucleo de Producao de Orteses e Proteses/GESF da Rede SES/DF (Itens 01 e 02).","R$ 99.900,00",ba27f097142e,0
contratacao de empresa especializada para a prestacao dos servicos de manutencoes para os veiculos pertencentes a frota do BRB,"R$ 3.668,25",f3bb619d9e70,0
"Execucao, pela Contratada, de servicos bancarios basicos do BRB, na qualidade de Correspondente no Pais","R$ 700.000,00",0e250ffc2432,0
realizacao de investigacao e auditoria forense sobre fatos ocorridos no BRB no periodo de janeiro de 2013 a janeiro de 2019,"R$ 7.741.058,31",b66ecd2b074a,0
Aquisicao de material permanente - microcomputadores (2 WORKSTATION DELL PRECISION T3430),"R$ 29.275,00",0582c6ec31f5,0
Prestacao de servico de transporte de servidores para as unidades administrativas do DER/DF,"R$ 1.047.300,48",a0fb5ef26418,0
prestacao de servico publico de energia eletrica,"R$ 200.000,00",fa66147f108c,0
"Prestacao de servicos, sob demanda, de manutencao preventiva e corretiva com eventual reposicao de pecas nos aparelhos de ar condicionado pertencentes ao DER-DF","R$ 520.000,00",0ff61b7f4a48,0
"Aquisicao de Monitor Tipo - LED 23"" polegadas, incluindo garantia on site de 60 (sessenta) meses","R$ 80.990,00",796765a859b7,0
Aquisicao de transformadores,"R$ 1.564.620,74",6a2bc8f34e73,0
"Prestacao de servicos de controle de vetores e pragas urbanas, compreendendo: dedetizacao, desinsetizacao, desratizacao, descupinizacao, controle/manejo de pombos, a fim de atender a FJZB, na forma de 04 (quatro) intervencoes, conforme Cronograma de Dedetizacao em uma area total de 200.000m2, consoante especifica o Edital de Licitacao Pregao Eletronico no 050/2018, Ata de Registro de Precos no 0029/2018","R$ 40.600,00",1363ba153a8a,0
"Aquisicao e instalacao de vidros para janelas, trincos e peliculas, consoante especifica o Edital do Pregao Eletronico no 17/2018 - SRP e a Proposta, que passam a integrar o presente Termo","R$ 7.096,24",51b96d09556d,0
"Contratacao dos servicos de remocao de peliculas, consoante especifica o Edital de Pregao Eletronico SRP no 17/2018 - SRP e a Proposta, que passam a integrar o presente Termo","R$ 336,59",b9626ed42d4e,0
"A Construcao de rede aerea de distribuicao primaria (AT) compacta para implantacao de infraestrutura de energia eletrica na SQNW 102, projecao B; SQNW 107, projecao A; SQNW 110, projecao F; SQNW 307, projecao G; SQNW 310, projecao H; CRNW 509, Bloco B Lote 1; CLNW 10/11, Lote H; e SQNW 111, projecao F, no Setor de Habitacoes Coletivas Noroeste, Plano Piloto / RA-I - Distrito Federal","R$ 290.000,00",5f7b97995c6b,0
"a aquisicao de 01(um) GRUPO GERADOR DIESEL, desenvolvendo a potencia nominal de 500 kVA / 400 kW em regime de emergencia e 456 kVA / 365 kW em regime de fonte principal, trifasico, 60 Hz, 380/220V, conforme especificacoes e condicoes estabelecidas na Ata de Registro de Precos ARP N. 06/2018-SSP/DF, demais especificacoes conforme Edital de PE N.o 29/2018-SSP/DF","R$ 252.195,00",a2d2ccc79d64,0
Aquisicao de Elos Fusiveis,"R$ 23.833,75",834eb981fb2e,0
aquisicao de isolador de ancoragem,"R$ 75.950,00",d6e4facee4dd,0
aquisicao de grampos de ancoragem,"R$ 72.240,00",16dcfd8b202b,0
"O Contrato tem por objeto a utilizacao dos precos registrados na Ata de Registro de Precos 006/2018 para prestacao de servicos tecnicos de manutencao predial, preventiva e corretiva, por demanda do Edificio Sede da Companhia de Desenvolvimento Habitacional do Distrito Federal e em seus Postos de Assistencia Tecnica desta Companhia, conforme especificado no Termo de Referencia, Anexo I do Edital do Pregao Eletronico SRP no 004/2018","R$ 90.000,00",a00e88aa505d,0
reforma do 1o e 2o andares do Edificio Sede do TCDF,"R$ 7.362.803,29",127287bacdc4,0
"Contratacao de empresa para fornecimento de pecas e acessorios originais para frota propria de maquinas pertencentes ao patrimonio da NOVACAP, visando atender as demandas desta Companhia","R$ 71.000,00",087948baa9ee,0
"Contratacao de empresa para fornecimento de pecas e acessorios originais para frota propria de maquinas pertencentes ao patrimonio da NOVACAP, visando atender as demandas desta Companhia","R$ 38.997,00",087948baa9ee,1
"servico de autoescola visando a mudanca de categoria da Carteira Nacional de Habilitacao - CNH, categorias ""AB"", ""B"" e ""C "" para categoria ""D"", de 150 (cento e cinquenta) servidores da Subsecretaria do Sistema Penitenciario do Distrito Federal, estando inclusos todos os valores referentes a biometria, 15 (quinze) aulas praticas de direcao de 50 (cinquenta) minutos cada, aluguel de veiculos, combustivel utilizado, servicos laboratoriais (exame toxicologico), taxas do DETRAN/DF e exames clinicos (psicotecnicos e acuidade visual)","R$ 272.250,00",82adf2b50a00,0
"Fornecimento de 1.335 toneladas de Cimento Asfaltico de Petroleo - CAP 30/45, visando atender as demandas da NOVACAP","R$ 5.006.250,00",2cd5a3ee75d4,0
"contratacao de empresa especializada, para o fornecimento de 73 (setenta e tres) toneladas de Asfalto Diluido de Cura media, classificado como CM-30, para uso da Usina de Asfalto da NOVACAP e demais setores desta companhia, oriunda da Ata de Registro de Precos no 065/2018 ASJUR/PRES","R$ 513.025,24",25a9cdb6fdae,0
Aquisicao de Alcas Preformadas,"R$ 18.285,00",9438a7f11a45,0
aquisicao de para-raios,"R$ 199.050,00",75d4207bd1da,0
Aquisicao de Conector Terminal Compressao,"R$ 34.494,25",89a4a7c6c1fc,0
Aquisicao de Cabos de Aluminio,"R$ 83.040,00",188c30a3941e,0
Aquisicao de Emendas Polimericas,"R$ 87.154,00",e9b95bbc0a72,0
Aquisicao de Conectores Tipo Parafuso,"R$ 21.666,40",047daaba91d9,0
"Aquisicao de inversores de frequencias, Soft - Start, Modulos de Comunicacao e Interfaces de Operacao, a serem utilizados nas Unidades Operacionais do Sistema de Abastecimentos de Agua - SAA e no Sistema de Esgotamento Sanitario - SES da Companhia de Saneamento Ambiental do Distrito Federal - CAESB , (item(s)/lote(s) n 2 (itens 7, 8, 9, 10, 11 e 12), 3 (itens 13, 14 e 15), 4 (itens 16 e 17) 5 (itens 18, 19, 20, 21, 22 e 23), 6 (itens 24, 25, 26 e 27) e itens 50, 51, 52 e 53 do PA)","R$ 254.454,19",16061b93feab,0
"Execucao de obras de setorizacao, adequacao e substituicao de redes em Ceilandia/DF, com fornecimento e instalacao de novo Booster","R$ 21.773.406,46",e2398cb8598c,0
"Aquisicao de 02 (dois) Grupos Moto Geradores Diesel, carenados, moveis (sob rodas) incluindo Equipamentos Acessorios e 04 (quatro) Instrumentos para Medicao de Qualidade de Energia a serem utilizados nas Unidades Operacionais do Sistema de Esgotamento Sanitario (SES) da Companhia de Saneamento Ambiental do Distrito Federal - CAESB e treinamento de pessoal (item no 02)","R$ 81.578,94",dbf224d8545b,0
"Aquisicao de 02 (dois) Grupos Moto Geradores Diesel, carenados, moveis (sob rodas) incluindo Equipamentos Acessorios e 04 (quatro) Instrumentos para Medicao de Qualidade de Energia a serem utilizados nas Unidades Operacionais do Sistema de Esgotamento Sanitario (SES) da Companhia de Saneamento Ambiental do Distrito Federal - CAESB e treinamento de pessoal (item 03)","R$ 27.192,98",8518a96a5f44,0
"Aquisicao de 02 (dois) Grupos Moto Geradores Diesel, carenados, moveis (sob rodas) incluindo Equipamentos Acessorios e 04 (quatro) Instrumentos para Medicao de Qualidade de Energia a serem utilizados nas Unidades Operacionais do Sistema de Esgotamento Sanitario (SES) da Companhia de Saneamento Ambiental do Distrito Federal - CAESB e treinamento de pessoal (item no 01)","R$ 358.000,00",30c92e48bc99,0
"Aquisicao de equipamentos de medicao e controle de processos, inclusive instalacao e treinamento, para serem utilizados nos laboratorios de analises fisico-quimicas e microbiologicas de agua e esgoto da CAESB (microscopios, incubadoras, cromatografos, espectrometros, balancas, centrifugas, barco com motor de popa e carreta, refrigeradores, carro curativo, entre outros) - itens 7, 14 e 16","R$ 567.473,00",eb8db026e02a,0
"O Contrato tem por objeto a seleção de empresa com vistas aos Serviços de Supervisão das Obras de Reformulação do Sistema Viário na Estrada do Setor Policial Militar ESPM, no trecho entre a interseção EPIG/ESPM e o viaduto W3 Sul, para Implantação de Corredor Exclusivo de Transporte Público Coletivo no Sistema BRT (Bus Rapid Transit), denominado Corredor Eixo Oeste, incluindo além das adequações na via existente, a pavimentação, drenagem, sinalização, paisagismo, calçadas, ciclovias, um Tunnel Liner sob a via do Metrô-DF (nas proximidades do Terminal Asa Sul - TAS) e a execução de uma Bacia de Detenção, localizada na área de Relevante Interesse Ecológico ARIE Santuário de Vida Silvestre Riacho Fundo - Área III, às margens da DF-051 (Estrada Parque das Nações Via L4, consoante especifica o Edital de Tomada de Preço nº. 007/2020 - DECOMP/DA (doc. 49757643), da Proposta de doc. 64649898, da Lei nº. 8.666, de 21/06/1993 e o Termo de Referência 93 (doc. 47347276), que passam a integrar o presente Termo","R$ 2.374.449,91",8ea976fd86ce,0
"O Contrato tem por objeto a aquisição de Material de Consumo (Cadeados e Fechaduras) e a Prestação de Serviços de Chaveiros, até o limite de quantidade e valores constante do ANEXO I deste contrato, consoante especifica o Edital de nº 051/2021 - COLIC/SCG/SPLAN/SEEC (69110893) e a Proposta da empresa (69111470), que passam a integrar o presente Termo","R$ 18.144,04",2ca050a76644,0
"O presente contrato tem por objeto a prestação de serviços a serem executados de forma contínua, correspondente ao fornecimento de mão de obra de até 25 (vinte e cinco a) sentenciados presos e egressos","R$ 608.175,00",97be4543ba06,0
prestação de serviços especializados em urologia,"R$ 1,00",8424404e6957,0
"prestação de serviços de radiologia, neurologia, e clínica médica, conforme item 4 do Projeto Básico, subitem 4.19; 4.35; e 4.51, anexo I do Edital de Credenciamento nº 01/2018","R$ 1,00",6775c1888721,0
"prestação de serviços de psicologia e psiquiatria, fisioterapia, serviços de nutrição, ortopedia, conforme item 4 do Projeto Básico, subitem 4.7; 4.11; 4.48; e 4.50, anexo I do Edital de Credenciamento nº 01/2018","R$ 1,00",cb8598408937,0
"prestação de serviços especializados em serviços de fisioterapia, conforme item 4 do Projeto Básico, subitem 4.11","R$ 1,00",eade01d935b2,0
"a operacionalização das rotinas de administração dos fluxos financeiros gerados em função das transferências para a conta única do Tesouro do DISTRITO FEDERAL, em cumprimento do disposto na Lei Complementar nº 151, de 05 de agosto de 2015, bem como o controle e o pagamento dos depósitos judiciais em dinheiro, tributários ou não tributários, nos quais o DISTRITO FEDERAL seja parte","R$ 1.800.000,00",fce633daf85e,0
Prestação de serviços especializados de desenvolvimento de aplicativos nativos e Híbridos/PWA com suporte multiplataforma,"R$ 16.632.000,00",32a2156d3887,0
Contratação de serviços de comunicação de dados na modalidade MPLS para interligação das agências e departamentos,"R$ 1.797.362,40",1a638306e45a,0
"a contratação de empresa especializada na prestação de serviços gráficos de instalação e produção de material em meio impresso e eletrônico, abrangendo a produção de material gráfico por sistema e/ou off set, impressão de banners (para sinalização de prédios) e impressão de papeis de variados tipos, formatos e tamanhos, a fim de atender às necessidades da Secretaria de Estado de Esporte e Lazer do Distrito Federal, consoante especifica o Edital de Licitação de Pregão Eletrônico nº 10/2020 (63485458), a Ata de Registro de Preços nº 06/2020 (63343699) e a Proposta (63579565), que passam a integrar o presente Termo","R$ 808.635,75",eaf17ec19b0f,0
Aquisição de computadores e monitores,"R$ 191.087,28",fdcc99a3f4b1,0
Aquisição computadores,"R$ 71.414,00",c75b281969ae,0
Prestação de serviços relativos a impermeabilização e cobertura nas diversas dependências do BRB,"R$ 300.000,00",5f40f7f0f56f,0
"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 2.230,14",132be85ea7ce,0
"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 83,77",132be85ea7ce,1
"CREDENCIAMENTO DE PESSOAS JURIDICAS PARA PRESTAQAO DE SERVIQOS DE SAUDE AOS BENEFICIARIOS DO PLANO DE ASSISTENCIA SUPLEMENTAR A SAUDE - GDFSAUDE-DF, COMPREENDENDO ASSISTENCIA MEDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA. CONFORME CONTRATO","R$ 7.448,92",602465eca149,0
"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 1.215,49",132be85ea7ce,2
Aquisição de 976 (novecentos e setenta e seis) Filtros para Máscara de Gás para Proteção Anti Motim/Mod: CTCF50.,"R$ 600.571,84",f9a4c2b8cfcd,0
"Prestação de serviços técnico-especializados com vistas à organização e realização do concurso público para o provimento de vagas e formação de cadastro reserva do cargo de Procurador do Distrito Federal Categoria I, da Procuradoria-Geral do Distrito Federal, nos termos do Projeto Básico e da proposta de prestação de serviços encaminhada pela CONTRATADA","R$ 1.080.000,00",955a701dfd4e,0
Prestação de serviço de consultoria política para subsidiar as construções de cenários políticos alternativos e seus impactos na economia para o BRB,"R$ 336.000,00",43910349a9f7,0
"Solução tecnológica, licença, suporte e manutenção evolutiva para controladoria de ativos e passivos de Tesouraria, compliance, custódia, gestão de carteiras, captação, rentabilidade, contabilidade e suporte técnico","R$ 483.342,18",3ba06a11f15a,0
"CREDENCIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 10.000,00",9ff31cdf5ec2,0
Aquisição de trinta ingressos hospitality para ação promocional de relacionamento,"R$ 395.686,29",7f0e56d34d17,0
"a aquisição de óleos lubrificantes, consoante especifica o Edital de Pregão Eletrônico nº 34/2021 (67806982) e a Proposta (67807302)","R$ 578.170,00",6385277d6294,0
"regular o fornecimento de energia elétrica, pela DISTRIBUIDORA ao CONSUMIDOR, de acordo com as características contratuais definidas neste CONTRATO, para uso exclusivo na unidade Consumidora de responsabilidade do CONSUMIDOR","R$ 180.000,00",cbc06f3e7b43,0
"Contratação de empresa especializada no licenciamento de uso do Banco de Dados online denominado ""FGVDADOS"", consoante especifica a Justificativa de Inexigibilidade de Licitação (Doc. Sei nº 73885942) e Proposta (Doc. Sei nº 74036997)","R$ 8.880,00",af3873fd3a6c,0
"O Contrato tem por objeto a aquisição de 21 (vinte e um) projetores multimídia para as Gerências de Atendimento em Meio Aberto do Distrito Federal, com as seguintes características: lâmpada reserva, Luminosidade: 2600 ansi lumens ou superior; resolução nativa: xvga / xva; compatível com as resoluções visor (640cx 480), (1280 x 1024) ou superior; sistema cor: -tsc-m-ntsc-4.43-pal-m-pal-b, d, g, h, i- pal-n-ecam; compatível hdrv: 720p, 1080i: tipo da lâmpada: mercúrio 180 watts; duração aprox. da lâmpada: modo econômico 5000horas, modo normal ate 3500 horas; frequência: 50-60 hz; conexões: rgb, s-video, vídeo componente, vídeo composto acessório: controle remoto ( com pilha), cabo de sinal, cabo de energia, manual do usuário, tampa da lente, maleta para transporte; apresentar declaração de garantia do fabricante ou canal oficial, folder do site do fabricante do equipamento e seus opcionais, marca modelo e part number do equipamento e seus opcionais sob pena de desclassificação. MARCA/MODELO : TMY 6500 Lumen","R$ 35.998,81",d151b2861155,0
"O Contrato tem por objeto a aquisição de 15 (quinze) caixas de som para as Gerências de Atendimento em Meio Aberto do Distrito Federal, com as seguintes características: multiuso, amplificadas, com no mínimo 1 microfone, conexões bluetooth, rádio FM, entrada USB (pendrive) e para cartão de memória. No mínimo, 3 entradas para outras conexões. Potência mínima de 80W RMS. Bivolt 110/220V","R$ 4.999,90",ac13c98ee563,0
"O Contrato tem por objeto a aquisição de equipamentos de saúde para qualificar os atendimentos realizados aos adolescentes do sistema socioeducativo que se encontram nas Unidades de Atendimento Inicial, Unidades de Internação e Unidade de Internação Provisória, a saber: BALANÇA ANTROPOMÉTRICA","R$ 7.280,00",7befa42d9ad9,0
"O Contrato tem por objeto a aquisição de equipamentos de saúde para qualificar os atendimentos realizados aos adolescentes do sistema socioeducativo que se encontram nas Unidades de Atendimento Inicial, Unidades de Internação e Unidade de Internação Provisória, a saber: BALANÇA DIGITAL, Marca/Modelo: SUPERMEDY; CADEIRA DE RODAS, Marca/Modelo: DUNE/CH100; NEBULIZADOR, Marca/Modelo: GTECH/NEBCON V","R$ 2.827,78",74dcc9243368,0
"O Contrato tem por objeto a aquisição de equipamentos de saúde para qualificar os atendimentos realizados aos adolescentes do sistema socioeducativo que se encontram nas Unidades de Atendimento Inicial, Unidades de Internação e Unidade de Internação Provisória, a saber: CADEIRA DE RODAS, Marca/Modelo: DUNE / RX 40 NI; MOBILIZADOR (TALA)","R$ 4.328,88",c28fac9b95bd,0
